iloc,x,y,z,t
0,1.0,0.0,0,1800
0,1.0,0.0,0,3600
0,1.0,0.0,0,5400
0,1.0,0.0,0,7200
0,1.0,0.0,0,9000
0,1.0,0.0,0,10800
1,1.0,0.4193510858941285,0,1800
1,1.0,0.4193510858941285,0,3600
1,1.0,0.4193510858941285,0,5400
1,1.0,0.4193510858941285,0,7200
1,1.0,0.4193510858941285,0,9000
1,1.0,0.4193510858941285,0,10800
2,1.0,0.838702171788257,0,1800
2,1.0,0.838702171788257,0,3600
2,1.0,0.838702171788257,0,5400
2,1.0,0.838702171788257,0,7200
2,1.0,0.838702171788257,0,9000
2,1.0,0.838702171788257,0,10800
3,1.0,1.2580532576823855,0,1800
3,1.0,1.2580532576823855,0,3600
3,1.0,1.2580532576823855,0,5400
3,1.0,1.2580532576823855,0,7200
3,1.0,1.2580532576823855,0,9000
3,1.0,1.2580532576823855,0,10800
4,1.0,1.677404343576514,0,1800
4,1.0,1.677404343576514,0,3600
4,1.0,1.677404343576514,0,5400
4,1.0,1.677404343576514,0,7200
4,1.0,1.677404343576514,0,9000
4,1.0,1.677404343576514,0,10800
5,1.0,2.0967554294706425,0,1800
5,1.0,2.0967554294706425,0,3600
5,1.0,2.0967554294706425,0,5400
5,1.0,2.0967554294706425,0,7200
5,1.0,2.0967554294706425,0,9000
5,1.0,2.0967554294706425,0,10800
6,1.0,2.516106515364771,0,1800
6,1.0,2.516106515364771,0,3600
6,1.0,2.516106515364771,0,5400
6,1.0,2.516106515364771,0,7200
6,1.0,2.516106515364771,0,9000
6,1.0,2.516106515364771,0,10800
7,1.2589254117941673,0.0,0,1800
7,1.2589254117941673,0.0,0,3600
7,1.2589254117941673,0.0,0,5400
7,1.2589254117941673,0.0,0,7200
7,1.2589254117941673,0.0,0,9000
7,1.2589254117941673,0.0,0,10800
8,1.2589254117941673,0.511601770141649,0,1800
8,1.2589254117941673,0.511601770141649,0,3600
8,1.2589254117941673,0.511601770141649,0,5400
8,1.2589254117941673,0.511601770141649,0,7200
8,1.2589254117941673,0.511601770141649,0,9000
8,1.2589254117941673,0.511601770141649,0,10800
9,1.2589254117941673,1.023203540283298,0,1800
9,1.2589254117941673,1.023203540283298,0,3600
9,1.2589254117941673,1.023203540283298,0,5400
9,1.2589254117941673,1.023203540283298,0,7200
9,1.2589254117941673,1.023203540283298,0,9000
9,1.2589254117941673,1.023203540283298,0,10800
10,1.2589254117941673,1.534805310424947,0,1800
10,1.2589254117941673,1.534805310424947,0,3600
10,1.2589254117941673,1.534805310424947,0,5400
10,1.2589254117941673,1.534805310424947,0,7200
10,1.2589254117941673,1.534805310424947,0,9000
10,1.2589254117941673,1.534805310424947,0,10800
11,1.2589254117941673,2.046407080566596,0,1800
11,1.2589254117941673,2.046407080566596,0,3600
11,1.2589254117941673,2.046407080566596,0,5400
11,1.2589254117941673,2.046407080566596,0,7200
