id,case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
7,8,3,12,1,0,0,3600,53.7531,2.03,2.03,0.204326,3.90492,0.196523,6.22398e-310,7.67408e+07,4.82082288e+04,0.00000000e+00,2.59134108e+06,3.07329576e+06,
7,8,3,1.20000000e+01,1.00000000e+00,3.61262926e-01,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.93435859e-01,6.22397956e-310,7.55351325e+07,4.74508519e+04,0.00000000e+00,2.55062973e+06,3.02501264e+06,
7,8,3,1.20000000e+01,1.00000000e+00,7.22525853e-01,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.84461400e-01,6.22397956e-310,7.20306791e+07,4.52493690e+04,0.00000000e+00,2.43229323e+06,2.88466714e+06,
7,8,3,1.20000000e+01,1.00000000e+00,1.08378878e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.70419657e-01,6.22397956e-310,6.65474924e+07,4.18048542e+04,0.00000000e+00,2.24713994e+06,2.66507782e+06,
7,8,3,1.20000000e+01,1.00000000e+00,1.44505171e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.52538529e-01,6.22397956e-310,5.95650573e+07,3.74185179e+04,0.00000000e+00,2.01136082e+06,2.38544695e+06,
7,8,3,1.20000000e+01,1.00000000e+00,1.80631463e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.32277233e-01,6.22397956e-310,5.16531856e+07,3.24483135e+04,0.00000000e+00,1.74419699e+06,2.06859423e+06,
7,8,3,1.20000000e+01,1.00000000e+00,2.16757756e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.02999949e+00,2.02999949e+00,2.04325631e-01,3.90491881e+00,1.11131276e-01,6.22397956e-310,4.33958609e+07,2.72610969e+04,0.00000000e+00,1.46536809e+06,1.73790690e+06,
7,8,3,1.20000000e+01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.76899505e+00,2.76899505e+00,3.58150214e-01,2.22778443e+00,1.44074758e-01,6.22397956e-310,3.20967503e+07,2.28815509e+04,0.00000000e+00,1.22995398e+06,1.37136061e+06,
7,8,3,1.20000000e+01,2.15443469e+00,7.79961481e-01,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.76899505e+00,2.76899505e+00,3.58150214e-01,2.22778443e+00,1.38471070e-01,6.22397956e-310,3.08483694e+07,2.19915888e+04,0.00000000e+00,1.18211577e+06,1.31802249e+06,
7,8,3,1.20000000e+01,2.15443469e+00,1.55992296e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.76899505e+00,2.76899505e+00,3.58150214e-01,2.22778443e+00,1.22934138e-01,6.22397956e-310,2.73870758e+07,1.95240566e+04,0.00000000e+00,1.04947830e+06,1.17013581e+06,
7,8,3,1.20000000e+01,2.15443469e+00,2.33988444e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.76899505e+00,2.76899505e+00,3.58150214e-01,2.22778443e+00,1.00815721e-01,6.22397956e-310,2.24595694e+07,1.60112714e+04,0.00000000e+00,8.60655253e+05,9.59603963e+05,
7,8,3,1.20000000e+01,2.15443469e+00,3.11984592e+00,0.00000000e+00,3.60000000e+03,5.37530863e+01,2.76899505e+00,2.76899505e+00,3.58150214e-01,2.22778443e+00,7.63706175e-02,6.22397956e-310,1.70137272e+07,1.21289683e+04,0.00000000e+00,6.51969477e+05,7.26925783e+05,
