case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
17,3,0.8,1,0,0,3600,2.83502e+06,1.1977,1.1977,0.0305257,26.1241,0.333089,6.92876e-310,8.70167e+07,1.80126341e+01,1.80126341e+01,5.10661026e+07,7.15804627e+04,
17,3,8.00000000e-01,1.00000000e+00,5.98852033e-01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,2.93950187e-01,6.92876397e-310,7.67919555e+07,1.58960938e+01,1.58960938e+01,4.50656774e+07,6.31695366e+04,
17,3,8.00000000e-01,1.00000000e+00,1.19770407e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,2.02028812e-01,6.92876397e-310,5.27782877e+07,1.09252148e+01,1.09252148e+01,3.09731569e+07,4.34157453e+04,
17,3,8.00000000e-01,1.00000000e+00,1.79655610e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,1.08138230e-01,6.92876397e-310,2.82501817e+07,5.84784610e+00,5.84784610e+00,1.65787362e+07,2.32387738e+04,
17,3,8.00000000e-01,1.00000000e+00,2.39540813e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,4.50787211e-02,6.92876397e-310,1.17764278e+07,2.43774494e+00,2.43774494e+00,6.91104546e+06,9.68736219e+03,
17,3,8.00000000e-01,1.00000000e+00,2.99426016e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,1.46349180e-02,6.92876397e-310,3.82324634e+06,7.91419909e-01,7.91419909e-01,2.24368796e+06,3.14502604e+03,
17,3,8.00000000e-01,1.00000000e+00,3.59311220e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,3.70028676e-03,6.92876397e-310,9.66668059e+05,2.00102290e-01,2.00102290e-01,5.67293157e+05,7.95187112e+02,
17,3,8.00000000e-01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.79554653e-01,6.92876397e-310,2.37119486e+07,5.12841041e+00,5.12841041e+00,1.45391246e+07,1.99659570e+04,
17,3,8.00000000e-01,2.15443469e+00,1.11092163e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.58456425e-01,6.92876397e-310,2.09257212e+07,4.52580630e+00,4.52580630e+00,1.28307325e+07,1.76198952e+04,
17,3,8.00000000e-01,2.15443469e+00,2.22184325e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.08905402e-01,6.92876397e-310,1.43820238e+07,3.11053815e+00,3.11053815e+00,8.81842486e+06,1.21099651e+04,
17,3,8.00000000e-01,2.15443469e+00,3.33276488e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,5.82928610e-02,6.92876397e-310,7.69814261e+06,1.66495109e+00,1.66495109e+00,4.72016269e+06,6.48199722e+03,
17,3,8.00000000e-01,2.15443469e+00,4.44368651e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,2.43000798e-02,6.92876397e-310,3.20906328e+06,6.94054876e-01,6.94054876e-01,1.96765655e+06,2.70209845e+03,
17,3,8.00000000e-01,2.15443469e+00,5.55460813e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,7.88908086e-03,6.92876397e-310,1.04183031e+06,2.25326628e-01,2.25326628e-01,6.38804554e+05,8.77242929e+02,
17,3,8.00000000e-01,2.15443469e+00,6.66552976e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.99467202e-03,6.92876397e-310,2.63415955e+05,5.69714935e-02,5.69714935e-02,1.61515085e+05,2.21801748e+02,
17,3,8.00000000e-01,4.64158883e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,8.62487939e-02,6.92876397e-310,5.87955458e+06,1.28427478e+00,1.28427478e+00,3.64093931e+06,4.97449203e+03,
17,3,8.00000000e-01,4.64158883e+00,2.31274101e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,7.61142957e-02,6.92876397e-310,5.18868886e+06,1.13336855e+00,1.13336855e+00,3.21311776e+06,4.38997394e+03,
17,3,8.00000000e-01,4.64158883e+00,4.62548203e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,5.23125441e-02,6.92876397e-310,3.56613054e+06,7.78952122e-01,7.78952122e-01,2.20834159e+06,3.01718229e+03,
17,3,8.00000000e-01,4.64158883e+00,6.93822304e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,2.80008887e-02,6.92876397e-310,1.90881224e+06,4.16943050e-01,4.16943050e-01,1.18204014e+06,1.61498140e+03,
17,3,8.00000000e-01,4.64158883e+00,9.25096406e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,1.16725105e-02,6.92876397e-310,7.95711563e+05,1.73807774e-01,1.73807774e-01,4.92747788e+05,6.73224609e+02,
17,3,8.00000000e-01,4.64158883e+00,1.15637051e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,3.78950979e-03,6.92876397e-310,2.58329753e+05,5.64271294e-02,5.64271294e-02,1.59971804e+05,2.18564057e+02,
17,3,8.00000000e-01,4.64158883e+00,1.38764461e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,4.62548256e+00,4.62548256e+00,1.17039599e-01,6.81697020e+00,9.58138238e-04,6.92876397e-310,6.53159982e+04,1.42670143e-02,1.42670143e-02,4.04472112e+04,5.52616543e+01,
17,3,8.00000000e-01,1.00000000e+01,0.00000000e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,3.69172916e-02,6.92876397e-310,1.32688130e+06,2.83096592e-01,2.83096592e-01,8.02583317e+05,1.10684602e+03,
17,3,8.00000000e-01,1.00000000e+01,5.40319039e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,3.25793955e-02,6.92876397e-310,1.17096864e+06,2.49831866e-01,2.49831866e-01,7.08277291e+05,9.76788182e+02,
17,3,8.00000000e-01,1.00000000e+01,1.08063808e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,2.23914692e-02,6.92876397e-310,8.04794190e+05,1.71706763e-01,1.71706763e-01,4.86791389e+05,6.71336045e+02,
17,3,8.00000000e-01,1.00000000e+01,1.62095712e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,1.19852877e-02,6.92876397e-310,4.30775211e+05,9.19079908e-02,9.19079908e-02,2.60560608e+05,3.59340226e+02,
17,3,8.00000000e-01,1.00000000e+01,2.16127616e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,4.99621212e-03,6.92876397e-310,1.79573857e+05,3.83129575e-02,3.83129575e-02,1.08617841e+05,1.49795319e+02,
17,3,8.00000000e-01,1.00000000e+01,2.70159519e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,1.62203259e-03,6.92876397e-310,5.82990956e+04,1.24383962e-02,1.24383962e-02,3.52630499e+04,4.86314200e+01,
17,3,8.00000000e-01,1.00000000e+01,3.24191423e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.08063803e+01,1.08063803e+01,2.21990004e-01,3.59420001e+00,4.10113771e-04,6.92876397e-310,1.47403092e+04,3.14491681e-03,3.14491681e-03,8.91588891e+03,1.22959398e+01,
17,3,8.00000000e-01,2.15443469e+01,0.00000000e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,2.43832661e-02,6.92876397e-310,2.79719931e+05,6.57322759e-02,6.57322759e-02,1.86352042e+05,2.45552772e+02,
17,3,8.00000000e-01,2.15443469e+01,8.18065842e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,2.15181562e-02,6.92876397e-310,2.46851966e+05,5.80085282e-02,5.80085282e-02,1.64455095e+05,2.16699554e+02,
17,3,8.00000000e-01,2.15443469e+01,1.63613168e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,1.47891967e-02,6.92876397e-310,1.69658694e+05,3.98686359e-02,3.98686359e-02,1.13028213e+05,1.48935267e+02,
17,3,8.00000000e-01,2.15443469e+01,2.45419753e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,7.91608467e-03,6.92876397e-310,9.08117334e+04,2.13401379e-02,2.13401379e-02,6.04996286e+04,7.97192847e+01,
17,3,8.00000000e-01,2.15443469e+01,3.27226337e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,3.29991465e-03,6.92876397e-310,3.78559581e+04,8.89589194e-03,8.89589194e-03,2.52199944e+04,3.32319381e+01,
17,3,8.00000000e-01,2.15443469e+01,4.09032921e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,1.07132531e-03,6.92876397e-310,1.22900287e+04,2.88807292e-03,2.88807292e-03,8.18773242e+03,1.07888294e+01,
17,3,8.00000000e-01,2.15443469e+01,4.90839505e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,1.63613148e+01,1.63613148e+01,6.95517540e-01,1.14717991e+00,2.70873231e-04,6.92876397e-310,3.10740330e+03,7.30218581e-04,7.30218581e-04,2.07018123e+03,2.72784099e+00,
17,3,8.00000000e-01,4.64158883e+01,0.00000000e+00,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.97456608e+01,2.97456608e+01,3.27950120e+00,2.43294472e-01,1.34117811e-02,6.92876397e-310,3.26301221e+04,7.96089203e-03,7.96089203e-03,2.25692548e+04,2.91099547e+01,
17,3,8.00000000e-01,4.64158883e+01,1.48728293e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.97456608e+01,2.97456608e+01,3.27950120e+00,2.43294472e-01,1.18358555e-02,6.92876397e-310,2.87959821e+04,7.02546267e-03,7.02546267e-03,1.99172978e+04,2.56894453e+01,
17,3,8.00000000e-01,4.64158883e+01,2.97456587e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.97456608e+01,2.97456608e+01,3.27950120e+00,2.43294472e-01,8.13465694e-03,6.92876397e-310,1.97911707e+04,4.82852538e-03,4.82852538e-03,1.36889458e+04,1.76560811e+01,
17,3,8.00000000e-01,4.64158883e+01,4.46184880e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.97456608e+01,2.97456608e+01,3.27950120e+00,2.43294472e-01,4.35416861e-03,6.92876397e-310,1.05934515e+04,2.58452370e-03,2.58452370e-03,7.32716558e+03,9.45062032e+00,
17,3,8.00000000e-01,4.64158883e+01,5.94913173e+01,0.00000000e+00,3.60000000e+03,2.83501582e+06,2.97456608e+01,2.97456608e+01,3.27950120e+00,2.43294472e-01,1.81508763e-03,6.92876397e-310,4.41600787e+03,1.07738983e-03,1.07738983e-03,3.05441722e+03,3.93960491e+00,
