id,case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
20,21,3,12,1,0,0,3600,64239.5,1.12494,1.12494,0.204326,3.90492,0.354635,6.22398e-310,1.38482e+07,8.59095545e+00,8.59095545e+00,5.51879093e+05,3.38563819e+04,
20,21,3,1.20000000e+01,1.00000000e+00,3.61262926e-01,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,3.36811359e-01,6.22397956e-310,1.31522101e+07,8.15918628e+00,8.15918628e+00,5.24142437e+05,3.21548085e+04,
20,21,3,1.20000000e+01,1.00000000e+00,7.22525853e-01,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,2.88537906e-01,6.22397956e-310,1.12671710e+07,6.98977175e+00,6.98977175e+00,4.49019776e+05,2.75462239e+04,
20,21,3,1.20000000e+01,1.00000000e+00,1.08378878e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,2.22961459e-01,6.22397956e-310,8.70646395e+06,5.40119573e+00,5.40119573e+00,3.46970371e+05,2.12857518e+04,
20,21,3,1.20000000e+01,1.00000000e+00,1.44505171e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,1.55405884e-01,6.22397956e-310,6.06847359e+06,3.76467574e+00,3.76467574e+00,2.41841067e+05,1.48363358e+04,
20,21,3,1.20000000e+01,1.00000000e+00,1.80631463e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,9.77048033e-02,6.22397956e-310,3.81529325e+06,2.36687887e+00,2.36687887e+00,1.52047228e+05,9.32771163e+03,
20,21,3,1.20000000e+01,1.00000000e+00,2.16757756e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.12493837e+00,1.12493837e+00,2.04325631e-01,3.90491881e+00,5.54083406e-02,6.22397956e-310,2.16365072e+06,1.34225572e+00,1.34225572e+00,8.62259001e+04,5.28974017e+03,
20,21,3,1.20000000e+01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,2.03225247e-01,6.22397956e-310,4.52742041e+06,2.98417724e+00,2.98417724e+00,1.91702197e+05,1.14402234e+04,
20,21,3,1.20000000e+01,2.15443469e+00,7.79961481e-01,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,1.87801068e-01,6.22397956e-310,4.18380296e+06,2.75768726e+00,2.75768726e+00,1.77152583e+05,1.05719453e+04,
20,21,3,1.20000000e+01,2.15443469e+00,1.55992296e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,1.48203771e-01,6.22397956e-310,3.30166054e+06,2.17623710e+00,2.17623710e+00,1.39800487e+05,8.34288202e+03,
20,21,3,1.20000000e+01,2.15443469e+00,2.33988444e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,9.98760250e-02,6.22397956e-310,2.22502253e+06,1.46658826e+00,1.46658826e+00,9.42129664e+04,5.62235283e+03,
20,21,3,1.20000000e+01,2.15443469e+00,3.11984592e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,5.74783167e-02,6.22397956e-310,1.28049299e+06,8.44016614e-01,8.44016614e-01,5.42192455e+04,3.23564516e+03,
20,21,3,1.20000000e+01,2.15443469e+00,3.89980740e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,2.82479885e-02,6.22397956e-310,6.29304289e+05,4.14795926e-01,4.14795926e-01,2.66463027e+04,1.59017300e+03,
20,21,3,1.20000000e+01,2.15443469e+00,4.67976888e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,1.96305478e+00,1.96305478e+00,3.58150214e-01,2.22778443e+00,1.18552855e-02,6.22397956e-310,2.64110204e+05,1.74084046e-01,1.74084046e-01,1.11830804e+04,6.67373356e+02,
20,21,3,1.20000000e+01,4.64158883e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,3.48582172e+00,3.48582172e+00,8.32144380e-01,9.58828792e-01,1.14447130e-01,6.22397956e-310,1.09735203e+06,7.60741801e-01,7.60741801e-01,4.88697092e+04,2.85205225e+03,
20,21,3,1.20000000e+01,4.64158883e+00,1.58441747e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,3.48582172e+00,3.48582172e+00,8.32144380e-01,9.58828792e-01,1.03214908e-01,6.22397956e-310,9.89654256e+05,6.86080071e-01,6.86080071e-01,4.40734735e+04,2.57214236e+03,
20,21,3,1.20000000e+01,4.64158883e+00,3.16883494e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,3.48582172e+00,3.48582172e+00,8.32144380e-01,9.58828792e-01,7.57103061e-02,6.22397956e-310,7.25932214e+05,5.03254164e-01,5.03254164e-01,3.23288199e+04,1.88672053e+03,
20,21,3,1.20000000e+01,4.64158883e+00,4.75325241e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,3.48582172e+00,3.48582172e+00,8.32144380e-01,9.58828792e-01,4.51692251e-02,6.22397956e-310,4.33095535e+05,3.00244468e-01,3.00244468e-01,1.92875688e+04,1.12562884e+03,
20,21,3,1.20000000e+01,4.64158883e+00,6.33766988e+00,0.00000000e+00,3.60000000e+03,6.42395477e+04,3.48582172e+00,3.48582172e+00,8.32144380e-01,9.58828792e-01,2.19182205e-02,6.22397956e-310,2.10158208e+05,1.45692658e-01,1.45692658e-01,9.35923043e+03,5.46207756e+02,
