iloc,x,y,z,t
0,1.0,0.0,0,3600
1,1.0,0.4901263830333354,0,3600
2,1.0,0.9802527660666708,0,3600
3,1.0,1.4703791491000062,0,3600
4,1.0,1.9605055321333416,0,3600
5,1.0,2.450631915166677,0,3600
6,1.0,2.9407582982000124,0,3600
7,2.154434690031884,0.0,0,3600
8,2.154434690031884,0.8793090529927057,0,3600
9,2.154434690031884,1.7586181059854114,0,3600
10,2.154434690031884,2.6379271589781172,0,3600
11,2.154434690031884,3.5172362119708227,0,3600
12,2.154434690031884,4.396545264963528,0,3600
13,2.154434690031884,5.2758543179562345,0,3600
14,4.641588833612778,0.0,0,3600
15,4.641588833612778,1.83584773390358,0,3600
16,4.641588833612778,3.67169546780716,0,3600
17,4.641588833612778,5.50754320171074,0,3600
18,4.641588833612778,7.34339093561432,0,3600
19,4.641588833612778,9.1792386695179,0,3600
20,4.641588833612778,11.01508640342148,0,3600
21,10.0,0.0,0,3600
22,10.0,4.460601443736763,0,3600
23,10.0,8.921202887473527,0,3600
24,10.0,13.38180433121029,0,3600
25,10.0,17.842405774947053,0,3600
26,10.0,22.303007218683817,0,3600
27,10.0,26.76360866242058,0,3600
28,21.544346900318832,0.0,0,3600
29,21.544346900318832,8.616293567986204,0,3600
30,21.544346900318832,17.23258713597241,0,3600
31,21.544346900318832,25.848880703958613,0,3600
32,21.544346900318832,34.46517427194482,0,3600
33,21.544346900318832,43.08146783993102,0,3600
34,21.544346900318832,51.69776140791723,0,3600
35,46.41588833612777,0.0,0,3600
36,46.41588833612777,17.564914280238664,0,3600
37,46.41588833612777,35.12982856047733,0,3600
38,46.41588833612777,52.69474284071599,0,3600
39,46.41588833612777,70.25965712095466,0,3600
40,46.41588833612777,87.82457140119332,0,3600
41,46.41588833612777,105.38948568143198,0,3600
42,100.0,0.0,0,3600
43,100.0,37.78940572020649,0,3600
44,100.0,75.57881144041298,0,3600
45,100.0,113.36821716061947,0,3600
46,100.0,151.15762288082595,0,3600
47,100.0,188.94702860103246,0,3600
48,100.0,226.73643432123893,0,3600
49,215.44346900318823,0.0,0,3600
50,215.44346900318823,72.06680742514231,0,3600
51,215.44346900318823,144.13361485028463,0,3600
52,215.44346900318823,216.20042227542694,0,3600
53,215.44346900318823,288.26722970056926,0,3600
54,215.44346900318823,360.3340371257116,0,3600
55,215.44346900318823,432.4008445508539,0,3600
56,464.15888336127773,0.0,0,3600
57,464.15888336127773,140.98115440864393,0,3600
58,464.15888336127773,281.96230881728786,0,3600
59,464.15888336127773,422.9434632259318,0,3600
60,464.15888336127773,563.9246176345757,0,3600
61,464.15888336127773,704.9057720432197,0,3600
62,464.15888336127773,845.8869264518636,0,3600
63,1000.0,0.0,0,3600
64,1000.0,282.90941458011116,0,3600
65,1000.0,565.8188291602223,0,3600
66,1000.0,848.7282437403335,0,3600
67,1000.0,1131.6376583204446,0,3600
68,1000.0,1414.5470729005558,0,3600
69,1000.0,1697.456487480667,0,3600
70,2154.4346900318824,0.0,0,3600
71,2154.4346900318824,573.4697285791897,0,3600
72,2154.4346900318824,1146.9394571583794,0,3600
73,2154.4346900318824,1720.409185737569,0,3600
74,2154.4346900318824,2293.8789143167587,0,3600
75,2154.4346900318824,2867.3486428959486,0,3600
76,2154.4346900318824,3440.818371475138,0,3600
77,4641.588833612777,0.0,0,3600
78,4641.588833612777,1167.9493852634716,0,3600
79,4641.588833612777,2335.8987705269433,0,3600
80,4641.588833612777,3503.848155790415,0,3600
81,4641.588833612777,4671.797541053887,0,3600
82,4641.588833612777,5839.746926317358,0,3600
83,4641.588833612777,7007.69631158083,0,3600
84,10000.0,0.0,0,3600
85,10000.0,2054.224893579535,0,3600
86,10000.0,4108.44978715907,0,3600
87,10000.0,6162.674680738605,0,3600
88,10000.0,8216.89957431814,0,3600
89,10000.0,10271.124467897676,0,3600
90,10000.0,12325.34936147721,0,3600
91,21544.346900318822,0.0,0,3600
92,21544.346900318822,3614.6931787721464,0,3600
93,21544.346900318822,7229.386357544293,0,3600
94,21544.346900318822,10844.07953631644,0,3600
95,21544.346900318822,14458.772715088586,0,3600
96,21544.346900318822,18073.46589386073,0,3600
97,21544.346900318822,21688.15907263288,0,3600
98,46415.888336127726,0.0,0,3600
99,46415.888336127726,6843.216059316528,0,3600
100,46415.888336127726,13686.432118633056,0,3600
101,46415.888336127726,20529.648177949584,0,3600
102,46415.888336127726,27372.864237266112,0,3600
103,46415.888336127726,34216.080296582644,0,3600
104,46415.888336127726,41059.29635589917,0,3600
105,100000.0,0.0,0,3600
106,100000.0,13938.448199909675,0,3600
107,100000.0,27876.89639981935,0,3600
108,100000.0,41815.344599729026,0,3600
109,100000.0,55753.7927996387,0,3600
110,100000.0,69692.24099954838,0,3600
111,100000.0,83630.68919945805,0,3600
