case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
11,3,0.8,1,0,0,3600,132203,0.542033,1.52842,0.121272,6.57909,0.261016,0,1.71725e+07,1.57087207e+02,1.57087207e+02,2.07674001e+07,5.65309584e+05,
11,3,8.00000000e-01,1.00000000e+00,5.98852033e-01,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,2.41730571e-01,0.00000000e+00,1.59036613e+07,1.45480666e+02,1.45480666e+02,1.92329805e+07,5.23541136e+05,
11,3,8.00000000e-01,1.00000000e+00,1.19770407e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,1.92010495e-01,0.00000000e+00,1.26325348e+07,1.15557641e+02,1.15557641e+02,1.52770669e+07,4.15857175e+05,
11,3,8.00000000e-01,1.00000000e+00,1.79655610e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,1.30811917e-01,0.00000000e+00,8.60622800e+06,7.87265123e+01,7.87265123e+01,1.04078811e+07,2.83313025e+05,
11,3,8.00000000e-01,1.00000000e+00,2.39540813e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,7.64360994e-02,0.00000000e+00,5.02879642e+06,4.60015239e+01,4.60015239e+01,6.08153947e+06,1.65545641e+05,
11,3,8.00000000e-01,1.00000000e+00,2.99426016e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,3.83070519e-02,0.00000000e+00,2.52025374e+06,2.30543261e+01,2.30543261e+01,3.04785108e+06,8.29655816e+04,
11,3,8.00000000e-01,1.00000000e+00,3.59311220e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,5.42033191e-01,1.52842088e+00,1.21271784e-01,6.57908562e+00,1.64659916e-02,0.00000000e+00,1.08331168e+06,9.90972473e+00,9.90972473e+00,1.31009534e+06,3.56621170e+04,
11,3,8.00000000e-01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,6.88914110e-01,2.51111567e+00,1.44940496e-01,5.50478029e+00,1.58870536e-01,0.00000000e+00,8.74547393e+06,8.26168782e+01,8.26168782e+01,1.09221991e+07,2.97198057e+05,
11,3,8.00000000e-01,2.15443469e+00,1.11092163e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,6.88914110e-01,2.51111567e+00,1.44940496e-01,5.50478029e+00,1.44060022e-01,0.00000000e+00,7.93018771e+06,7.49150197e+01,7.49150197e+01,9.90399035e+06,2.69492128e+05,
11,3,8.00000000e-01,2.15443469e+00,2.22184325e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,6.88914110e-01,2.51111567e+00,1.44940496e-01,5.50478029e+00,1.07409781e-01,0.00000000e+00,5.91267244e+06,5.58559253e+01,5.58559253e+01,7.38432089e+06,2.00930764e+05,
11,3,8.00000000e-01,2.15443469e+00,3.33276488e+00,0.00000000e+00,3.60000000e+03,1.32203000e+05,6.88914110e-01,2.51111567e+00,1.44940496e-01,5.50478029e+00,6.58482800e-02,0.00000000e+00,3.62480314e+06,3.42428462e+01,3.42428462e+01,4.52700700e+06,1.23181940e+05,
