case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
11,3,9.6,1,0,0,1800,3600,0.838702,0.838702,0.0496681,16.0611,0.475666,6.82246e-310,7.63971e+07,1.14875480e+03,1.14875480e+03,4.13551729e+06,2.18002076e+06,
11,3,9.60000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.75666237e-01,6.82245592e-310,7.63971196e+07,1.14875480e+03,1.14875480e+03,4.13551729e+06,4.36012501e+06,
11,3,9.60000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,5.40000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.75666237e-01,6.82245592e-310,7.63971196e+07,1.14875480e+03,0.00000000e+00,4.13551729e+06,4.36020850e+06,
11,3,9.60000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,7.20000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.75666237e-01,6.82245592e-310,7.63971196e+07,1.14875480e+03,0.00000000e+00,4.13551729e+06,4.36020850e+06,
11,3,9.60000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,9.00000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.75666237e-01,6.82245592e-310,7.63971196e+07,1.14875480e+03,0.00000000e+00,4.13551729e+06,4.36020850e+06,
11,3,9.60000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,1.08000000e+04,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.75666237e-01,6.82245592e-310,7.63971196e+07,1.14875480e+03,0.00000000e+00,4.13551729e+06,4.36020850e+06,
11,3,9.60000000e+00,1.00000000e+00,4.19351086e-01,0.00000000e+00,1.80000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.19773981e-01,6.82245592e-310,6.74202214e+07,1.01377256e+03,1.01377256e+03,3.64958120e+06,1.92386157e+06,
11,3,9.60000000e+00,1.00000000e+00,4.19351086e-01,0.00000000e+00,3.60000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.19773981e-01,6.82245592e-310,6.74202214e+07,1.01377256e+03,1.01377256e+03,3.64958120e+06,3.84779682e+06,
11,3,9.60000000e+00,1.00000000e+00,4.19351086e-01,0.00000000e+00,5.40000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.19773981e-01,6.82245592e-310,6.74202214e+07,1.01377256e+03,0.00000000e+00,3.64958120e+06,3.84787050e+06,
11,3,9.60000000e+00,1.00000000e+00,4.19351086e-01,0.00000000e+00,7.20000000e+03,3.60000000e+03,8.38702142e-01,8.38702142e-01,4.96680811e-02,1.60610768e+01,4.19773981e-01,6.82245592e-310,6.74202214e+07,1.01377256e+03,0.00000000e+00,3.64958120e+06,3.84787050e+06,
