id,case,istab,wind,x,y,z,t,dur,sig_x0,sig_y0,sig_z0,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
6,6,5,2.3,1,0,0,1800,300,1,1,1,2.00025,2.00025,1.03946,0.767596,0.199446,6.39712e-310,1.53094e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.99446276e-01,6.39711644e-310,1.53094231e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,5.40000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.99446276e-01,6.39711644e-310,1.53094231e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,7.20000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.99446276e-01,6.39711644e-310,1.53094231e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,9.00000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.99446276e-01,6.39711644e-310,1.53094231e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,0.00000000e+00,0.00000000e+00,1.08000000e+04,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.99446276e-01,6.39711644e-310,1.53094231e+06,5.90053275e+02,0.00000000e+00,1.77015983e+05,2.25627949e+05,
6,6,5,2.30000000e+00,1.00000000e+00,6.05599960e-01,0.00000000e+00,1.80000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.90511474e-01,6.39711644e-310,1.46235909e+06,5.63620044e+02,0.00000000e+00,1.69086013e+05,2.15520258e+05,
6,6,5,2.30000000e+00,1.00000000e+00,6.05599960e-01,0.00000000e+00,3.60000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.90511474e-01,6.39711644e-310,1.46235909e+06,5.63620044e+02,0.00000000e+00,1.69086013e+05,2.15520258e+05,
6,6,5,2.30000000e+00,1.00000000e+00,6.05599960e-01,0.00000000e+00,5.40000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.90511474e-01,6.39711644e-310,1.46235909e+06,5.63620044e+02,0.00000000e+00,1.69086013e+05,2.15520258e+05,
6,6,5,2.30000000e+00,1.00000000e+00,6.05599960e-01,0.00000000e+00,7.20000000e+03,3.00000000e+02,1.00000000e+00,1.00000000e+00,1.00000000e+00,2.00024939e+00,2.00024939e+00,1.03945804e+00,7.67596336e-01,1.90511474e-01,6.39711644e-310,1.46235909e+06,5.63620044e+02,0.00000000e+00,1.69086013e+05,2.15520258e+05,
