iloc,x,y,z,t
0,1.0,0.0,0,3600
1,1.0,145.0772086854287,0,3600
2,1.0,290.1544173708574,0,3600
3,1.0,435.23162605628613,0,3600
4,1.0,580.3088347417148,0,3600
5,1.0,725.3860434271435,0,3600
6,1.0,870.4632521125723,0,3600
7,2.154434690031884,0.0,0,3600
8,2.154434690031884,145.14377600123626,0,3600
9,2.154434690031884,290.2875520024725,0,3600
10,2.154434690031884,435.4313280037088,0,3600
11,2.154434690031884,580.575104004945,0,3600
12,2.154434690031884,725.7188800061813,0,3600
13,2.154434690031884,870.8626560074176,0,3600
14,4.641588833612778,0.0,0,3600
15,4.641588833612778,145.21037386083185,0,3600
16,4.641588833612778,290.4207477216637,0,3600
17,4.641588833612778,435.63112158249555,0,3600
18,4.641588833612778,580.8414954433274,0,3600
19,4.641588833612778,726.0518693041593,0,3600
20,4.641588833612778,871.2622431649911,0,3600
21,10.0,0.0,0,3600
22,10.0,145.27700227823053,0,3600
23,10.0,290.55400455646105,0,3600
24,10.0,435.8310068346916,0,3600
25,10.0,581.1080091129221,0,3600
26,10.0,726.3850113911526,0,3600
27,10.0,871.6620136693832,0,3600
28,21.544346900318832,0.0,0,3600
29,21.544346900318832,145.34366126745314,0,3600
30,21.544346900318832,290.6873225349063,0,3600
31,21.544346900318832,436.0309838023594,0,3600
32,21.544346900318832,581.3746450698126,0,3600
33,21.544346900318832,726.7183063372657,0,3600
34,21.544346900318832,872.0619676047188,0,3600
35,46.41588833612777,0.0,0,3600
36,46.41588833612777,145.41035084252744,0,3600
37,46.41588833612777,290.82070168505487,0,3600
38,46.41588833612777,436.2310525275823,0,3600
39,46.41588833612777,581.6414033701097,0,3600
40,46.41588833612777,727.0517542126372,0,3600
41,46.41588833612777,872.4621050551646,0,3600
42,100.0,0.0,0,3600
43,100.0,145.4770710174876,0,3600
44,100.0,290.9541420349752,0,3600
45,100.0,436.4312130524628,0,3600
46,100.0,581.9082840699504,0,3600
47,100.0,727.3853550874379,0,3600
48,100.0,872.8624261049256,0,3600
49,215.44346900318823,0.0,0,3600
50,215.44346900318823,145.5438218063739,0,3600
51,215.44346900318823,291.0876436127478,0,3600
52,215.44346900318823,436.6314654191217,0,3600
53,215.44346900318823,582.1752872254956,0,3600
54,215.44346900318823,727.7191090318695,0,3600
55,215.44346900318823,873.2629308382434,0,3600
56,464.15888336127773,0.0,0,3600
57,464.15888336127773,185.0890131864951,0,3600
58,464.15888336127773,370.1780263729902,0,3600
59,464.15888336127773,555.2670395594853,0,3600
60,464.15888336127773,740.3560527459804,0,3600
61,464.15888336127773,925.4450659324755,0,3600
62,464.15888336127773,1110.5340791189706,0,3600
63,1000.0,0.0,0,3600
64,1000.0,299.19555977059537,0,3600
65,1000.0,598.3911195411907,0,3600
66,1000.0,897.5866793117862,0,3600
67,1000.0,1196.7822390823815,0,3600
68,1000.0,1495.9777988529768,0,3600
69,1000.0,1795.1733586235723,0,3600
70,2154.4346900318824,0.0,0,3600
71,2154.4346900318824,1547.2585450572603,0,3600
72,2154.4346900318824,3094.5170901145207,0,3600
73,2154.4346900318824,4641.775635171781,0,3600
74,2154.4346900318824,6189.034180229041,0,3600
75,2154.4346900318824,7736.292725286302,0,3600
76,2154.4346900318824,9283.551270343562,0,3600
77,4641.588833612777,0.0,0,3600
78,4641.588833612777,24990.99366979583,0,3600
79,4641.588833612777,49981.98733959166,0,3600
80,4641.588833612777,74972.98100938748,0,3600
81,4641.588833612777,99963.97467918332,0,3600
82,4641.588833612777,124954.96834897915,0,3600
83,4641.588833612777,149945.96201877497,0,3600
84,10000.0,0.0,0,3600
85,10000.0,24991.660337573998,0,3600
86,10000.0,49983.320675147996,0,3600
87,10000.0,74974.981012722,0,3600
88,10000.0,99966.64135029599,0,3600
89,10000.0,124958.30168786999,0,3600
90,10000.0,149949.962025444,0,3600
91,21544.346900318822,0.0,0,3600
92,21544.346900318822,24991.993669795836,0,3600
93,21544.346900318822,49983.98733959167,0,3600
94,21544.346900318822,74975.98100938751,0,3600
95,21544.346900318822,99967.97467918335,0,3600
96,21544.346900318822,124959.96834897918,0,3600
97,21544.346900318822,149951.96201877503,0,3600
98,46415.888336127726,0.0,0,3600
99,46415.888336127726,24992.327003129223,0,3600
100,46415.888336127726,49984.654006258446,0,3600
101,46415.888336127726,74976.98100938767,0,3600
102,46415.888336127726,99969.30801251689,0,3600
103,46415.888336127726,124961.63501564611,0,3600
104,46415.888336127726,149953.96201877535,0,3600
105,100000.0,0.0,0,3600
106,100000.0,24992.660337573994,0,3600
107,100000.0,49985.32067514799,0,3600
108,100000.0,74977.98101272198,0,3600
109,100000.0,99970.64135029598,0,3600
110,100000.0,124963.30168786997,0,3600
111,100000.0,149955.96202544397,0,3600
