case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,c_surf,c_surf_inf, C_dep, D_dep, delta_dep
9,3,0.8,1,0,0,3600,1800,1.1977,1.1977,0.0305257,26.1241,0.333089,6.43118e-310,1.5663e+08,5.10661026e+04,0.00000000e+00,9.19189846e+07,1.01492578e+08,3.29707095e+05,2.98606479e+05,0.00000000e+00,1.27222373e+08,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,5.98852033e-01,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,2.93950187e-01,6.43117860e-310,1.38225520e+08,4.50656774e+04,0.00000000e+00,8.11182192e+07,8.95668859e+07,2.90965490e+05,2.63519293e+05,0.00000000e+00,1.12273350e+08,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,1.19770407e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,2.02028812e-01,6.43117860e-310,9.50009179e+07,3.09731569e+04,0.00000000e+00,5.57516824e+07,6.15583604e+07,1.99977462e+05,1.81113985e+05,0.00000000e+00,7.71642700e+07,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,1.79655610e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,1.08138230e-01,6.43117860e-310,5.08503270e+07,1.65787362e+04,0.00000000e+00,2.98417252e+07,3.29498159e+07,1.07040222e+05,9.69433301e+04,0.00000000e+00,4.13030574e+07,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,2.39540813e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,4.50787211e-02,6.43117860e-310,2.11975700e+07,6.91104546e+03,0.00000000e+00,1.24398818e+07,1.37355268e+07,4.46210031e+04,4.04119924e+04,0.00000000e+00,1.72176759e+07,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,2.99426016e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,1.46349180e-02,6.43117860e-310,6.88184341e+06,2.24368796e+03,0.00000000e+00,4.03863833e+06,4.45927267e+06,1.44863187e+04,1.31198530e+04,0.00000000e+00,5.58976097e+06,1.25351405e+00
9,3,8.00000000e-01,1.00000000e+00,3.59311220e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.19770408e+00,1.19770408e+00,3.05256583e-02,2.61241391e+01,3.70028676e-03,6.43117860e-310,1.74000251e+06,5.67293157e+02,0.00000000e+00,1.02112768e+06,1.12748070e+06,3.66271498e+03,3.31721834e+03,0.00000000e+00,1.41331290e+06,1.25351405e+00
9,3,8.00000000e-01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.79554653e-01,6.43117860e-310,4.26815074e+07,1.45391246e+04,0.00000000e+00,2.61704244e+07,2.83169687e+07,8.59595040e+04,7.94434150e+04,0.00000000e+00,3.31687497e+07,1.17133829e+00
9,3,8.00000000e-01,2.15443469e+00,1.11092163e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.58456425e-01,6.43117860e-310,3.76662981e+07,1.28307325e+04,0.00000000e+00,2.30953184e+07,2.49896372e+07,7.58589961e+04,7.01085677e+04,0.00000000e+00,2.92713189e+07,1.17133829e+00
9,3,8.00000000e-01,2.15443469e+00,2.22184325e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,1.08905402e-01,6.43117860e-310,2.58876429e+07,8.81842486e+03,0.00000000e+00,1.58731647e+07,1.71751097e+07,5.21370747e+04,4.81848669e+04,0.00000000e+00,2.01178636e+07,1.17133829e+00
9,3,8.00000000e-01,2.15443469e+00,3.33276488e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,5.82928610e-02,6.43117860e-310,1.38566567e+07,4.72016269e+03,0.00000000e+00,8.49629284e+06,9.19317376e+06,2.79069651e+04,2.57915007e+04,0.00000000e+00,1.07683164e+07,1.17133829e+00
9,3,8.00000000e-01,2.15443469e+00,4.44368651e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,2.43000798e-02,6.43117860e-310,5.77631390e+06,1.96765655e+03,0.00000000e+00,3.54178179e+06,3.83228498e+06,1.16333538e+04,1.07514971e+04,0.00000000e+00,4.48890213e+06,1.17133829e+00
9,3,8.00000000e-01,2.15443469e+00,5.55460813e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.22184324e+00,2.22184324e+00,6.04101606e-02,1.32059784e+01,7.88908086e-03,6.43117860e-310,1.87529456e+06,6.38804554e+02,0.00000000e+00,1.14984820e+06,1.24416078e+06,3.77679702e+03,3.49050005e+03,0.00000000e+00,1.45733315e+06,1.17133829e+00
