case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,c_surf,c_surf_inf, C_dep, D_dep, delta_dep
7,5,0.8,1,0,0,3600,1800,1.27121,1.27121,0.0307413,25.9411,0.313828,6.43118e-310,1.46539e+08,3.06954852e+04,0.00000000e+00,5.52518734e+07,6.46053503e+07,5.18410193e+05,4.43355453e+05,0.00000000e+00,1.30673004e+08,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,6.35606852e-01,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,2.76952137e-01,6.43117860e-310,1.29319899e+08,2.70886706e+04,0.00000000e+00,4.87596072e+07,5.70140215e+07,4.57495389e+05,3.91259814e+05,0.00000000e+00,1.15318522e+08,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,1.27121370e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,1.90346234e-01,6.43117860e-310,8.88801803e+07,1.86177529e+04,0.00000000e+00,3.35119552e+07,3.91851257e+07,3.14431676e+05,2.68908676e+05,0.00000000e+00,7.92571835e+07,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,1.90682056e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,1.01884979e-01,6.43117860e-310,4.75741237e+07,9.96536324e+03,0.00000000e+00,1.79376538e+07,2.09742826e+07,1.68303118e+05,1.43936416e+05,0.00000000e+00,4.24233057e+07,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,2.54242741e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,4.24719857e-02,6.43117860e-310,1.98318489e+07,4.15418219e+03,0.00000000e+00,7.47752794e+06,8.74338338e+06,7.01591903e+04,6.00016359e+04,0.00000000e+00,1.76846681e+07,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,3.17803426e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,1.37886350e-02,6.43117860e-310,6.43845866e+06,1.34866550e+03,0.00000000e+00,2.42759790e+06,2.83856099e+06,2.27773542e+04,1.94796791e+04,0.00000000e+00,5.74137112e+06,2.02263441e+00
7,5,8.00000000e-01,1.00000000e+00,3.81364111e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,1.27121365e+00,1.27121365e+00,3.07412948e-02,2.59410847e+01,3.48631040e-03,6.43117860e-310,1.62789612e+06,3.40995795e+02,0.00000000e+00,6.13792432e+05,7.17700099e+05,5.75901292e+03,4.92523067e+03,0.00000000e+00,1.45164491e+06,2.02263441e+00
7,5,8.00000000e-01,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,1.35489013e-01,6.43117860e-310,5.07750868e+07,1.04129781e+04,0.00000000e+00,1.87433606e+07,2.22312003e+07,1.56413849e+05,1.31874174e+05,0.00000000e+00,3.94264385e+07,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,1.47223120e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,1.19568635e-01,6.43117860e-310,4.48088568e+07,9.18942093e+03,0.00000000e+00,1.65409577e+07,1.96189654e+07,1.38034737e+05,1.16378550e+05,0.00000000e+00,3.47937098e+07,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,2.94446240e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,8.21782406e-02,6.43117860e-310,3.07966469e+07,6.31579048e+03,0.00000000e+00,1.13684229e+07,1.34839046e+07,9.48697950e+04,7.99857295e+04,0.00000000e+00,2.39133437e+07,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,4.41669360e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,4.39868425e-02,6.43117860e-310,1.64842572e+07,3.38059904e+03,0.00000000e+00,6.08507826e+06,7.21741405e+06,5.07801420e+04,4.28132758e+04,0.00000000e+00,1.27998905e+07,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,5.88892481e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,1.83364440e-02,6.43117860e-310,6.87166076e+06,1.40924334e+03,0.00000000e+00,2.53663802e+06,3.00866580e+06,2.11683126e+04,1.78472286e+04,0.00000000e+00,5.33578822e+06,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,7.36115601e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,5.95297179e-03,6.43117860e-310,2.23090162e+06,4.57514328e+02,0.00000000e+00,8.23525790e+05,9.76770774e+05,6.87234490e+03,5.79414681e+03,0.00000000e+00,1.73227681e+06,1.77347322e+00
7,5,8.00000000e-01,2.15443469e+00,8.83338721e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,2.94446230e+00,2.94446230e+00,3.83105166e-02,2.08196819e+01,1.50514698e-03,6.43117860e-310,5.64060264e+05,1.15677738e+02,0.00000000e+00,2.08219928e+05,2.46966328e+05,1.73760091e+03,1.46498974e+03,0.00000000e+00,4.37988169e+05,1.77347322e+00
7,5,8.00000000e-01,4.64158883e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,6.36936188e+00,6.36936188e+00,5.05202562e-02,1.57902661e+01,6.26345778e-02,6.43117860e-310,1.78022997e+07,3.64661237e+03,0.00000000e+00,6.56390226e+06,7.79153052e+06,4.38373260e+04,3.69303467e+04,0.00000000e+00,1.10498504e+07,1.41818740e+00
7,5,8.00000000e-01,4.64158883e+00,3.18468136e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,6.36936188e+00,6.36936188e+00,5.05202562e-02,1.57902661e+01,5.52748192e-02,6.43117860e-310,1.57104738e+07,3.21812402e+03,0.00000000e+00,5.79262324e+06,6.87600134e+06,3.86863032e+04,3.25909156e+04,0.00000000e+00,9.75145848e+06,1.41818740e+00
7,5,8.00000000e-01,4.64158883e+00,6.36936272e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,6.36936188e+00,6.36936188e+00,5.05202562e-02,1.57902661e+01,3.79897872e-02,6.43117860e-310,1.07976393e+07,2.21178194e+03,0.00000000e+00,3.98120749e+06,4.72580158e+06,2.65886791e+04,2.23993849e+04,0.00000000e+00,6.70207227e+06,1.41818740e+00
7,5,8.00000000e-01,4.64158883e+00,9.55404409e+00,0.00000000e+00,3.60000000e+03,1.80000000e+03,6.36936188e+00,6.36936188e+00,5.05202562e-02,1.57902661e+01,2.03344629e-02,6.43117860e-310,5.77955844e+06,1.18388128e+03,0.00000000e+00,2.13098630e+06,2.52953870e+06,1.42318910e+04,1.19895239e+04,0.00000000e+00,3.58735992e+06,1.41818740e+00
