iloc,x,y,z,t
0,1.0,0.0,0,3600
1,1.0,0.5761704853043348,0,3600
2,1.0,1.1523409706086696,0,3600
3,1.0,1.7285114559130044,0,3600
4,1.0,2.304681941217339,0,3600
5,1.0,2.880852426521674,0,3600
6,1.0,3.4570229118260087,0,3600
7,2.154434690031884,0.0,0,3600
8,2.154434690031884,1.2575710384878789,0,3600
9,2.154434690031884,2.5151420769757578,0,3600
10,2.154434690031884,3.7727131154636364,0,3600
11,2.154434690031884,5.0302841539515155,0,3600
12,2.154434690031884,6.287855192439395,0,3600
13,2.154434690031884,7.545426230927273,0,3600
14,4.641588833612778,0.0,0,3600
15,4.641588833612778,2.625658071281533,0,3600
16,4.641588833612778,5.251316142563066,0,3600
17,4.641588833612778,7.8769742138445995,0,3600
18,4.641588833612778,10.502632285126133,0,3600
19,4.641588833612778,13.128290356407666,0,3600
20,4.641588833612778,15.753948427689199,0,3600
21,10.0,0.0,0,3600
22,10.0,5.24406339553627,0,3600
23,10.0,10.48812679107254,0,3600
24,10.0,15.732190186608811,0,3600
25,10.0,20.97625358214508,0,3600
26,10.0,26.22031697768135,0,3600
27,10.0,31.464380373217622,0,3600
28,21.544346900318832,0.0,0,3600
29,21.544346900318832,8.155506739434678,0,3600
30,21.544346900318832,16.311013478869356,0,3600
31,21.544346900318832,24.466520218304034,0,3600
32,21.544346900318832,32.62202695773871,0,3600
33,21.544346900318832,40.77753369717339,0,3600
34,21.544346900318832,48.93304043660807,0,3600
35,46.41588833612777,0.0,0,3600
36,46.41588833612777,15.585388599653543,0,3600
37,46.41588833612777,31.170777199307086,0,3600
38,46.41588833612777,46.75616579896063,0,3600
39,46.41588833612777,62.34155439861417,0,3600
40,46.41588833612777,77.92694299826772,0,3600
41,46.41588833612777,93.51233159792126,0,3600
42,100.0,0.0,0,3600
43,100.0,36.5988960880238,0,3600
44,100.0,73.1977921760476,0,3600
45,100.0,109.7966882640714,0,3600
46,100.0,146.3955843520952,0,3600
47,100.0,182.994480440119,0,3600
48,100.0,219.5933765281428,0,3600
49,215.44346900318823,0.0,0,3600
50,215.44346900318823,80.2066818113741,0,3600
51,215.44346900318823,160.4133636227482,0,3600
52,215.44346900318823,240.6200454341223,0,3600
53,215.44346900318823,320.8267272454964,0,3600
54,215.44346900318823,401.0334090568705,0,3600
55,215.44346900318823,481.2400908682446,0,3600
56,464.15888336127773,0.0,0,3600
57,464.15888336127773,173.37643572340366,0,3600
58,464.15888336127773,346.7528714468073,0,3600
59,464.15888336127773,520.129307170211,0,3600
60,464.15888336127773,693.5057428936146,0,3600
61,464.15888336127773,866.8821786170183,0,3600
62,464.15888336127773,1040.258614340422,0,3600
63,1000.0,0.0,0,3600
64,1000.0,369.6634806546314,0,3600
65,1000.0,739.3269613092629,0,3600
66,1000.0,1108.9904419638942,0,3600
67,1000.0,1478.6539226185257,0,3600
68,1000.0,1848.3174032731572,0,3600
69,1000.0,2217.9808839277885,0,3600
70,2154.4346900318824,0.0,0,3600
71,2154.4346900318824,868.5530970743451,0,3600
72,2154.4346900318824,1737.1061941486903,0,3600
73,2154.4346900318824,2605.6592912230353,0,3600
74,2154.4346900318824,3474.2123882973806,0,3600
75,2154.4346900318824,4342.765485371726,0,3600
76,2154.4346900318824,5211.318582446071,0,3600
77,4641.588833612777,0.0,0,3600
78,4641.588833612777,1918.7646252076845,0,3600
79,4641.588833612777,3837.529250415369,0,3600
80,4641.588833612777,5756.293875623053,0,3600
81,4641.588833612777,7675.058500830738,0,3600
82,4641.588833612777,9593.823126038422,0,3600
83,4641.588833612777,11512.587751246107,0,3600
84,10000.0,0.0,0,3600
85,10000.0,3610.014687557738,0,3600
86,10000.0,7220.029375115476,0,3600
87,10000.0,10830.044062673214,0,3600
88,10000.0,14440.058750230952,0,3600
89,10000.0,18050.07343778869,0,3600
90,10000.0,21660.08812534643,0,3600
91,21544.346900318822,0.0,0,3600
92,21544.346900318822,7510.3512153780875,0,3600
93,21544.346900318822,15020.702430756175,0,3600
94,21544.346900318822,22531.053646134264,0,3600
95,21544.346900318822,30041.40486151235,0,3600
96,21544.346900318822,37551.75607689044,0,3600
97,21544.346900318822,45062.10729226853,0,3600
98,46415.888336127726,0.0,0,3600
99,46415.888336127726,14679.31081052918,0,3600
100,46415.888336127726,29358.62162105836,0,3600
101,46415.888336127726,44037.93243158754,0,3600
102,46415.888336127726,58717.24324211672,0,3600
103,46415.888336127726,73396.5540526459,0,3600
104,46415.888336127726,88075.86486317508,0,3600
105,100000.0,0.0,0,3600
106,100000.0,26955.365582174618,0,3600
107,100000.0,53910.731164349236,0,3600
108,100000.0,80866.09674652385,0,3600
109,100000.0,107821.46232869847,0,3600
110,100000.0,134776.82791087308,0,3600
111,100000.0,161732.1934930477,0,3600
