iloc,x,y,z,t
0,1.0,0.0,0,3600
1,1.0,0.4188686415808715,0,3600
2,1.0,0.837737283161743,0,3600
3,1.0,1.2566059247426145,0,3600
4,1.0,1.675474566323486,0,3600
5,1.0,2.0943432079043576,0,3600
6,1.0,2.513211849485229,0,3600
7,2.154434690031884,0.0,0,3600
8,2.154434690031884,0.8233958020187085,0,3600
9,2.154434690031884,1.646791604037417,0,3600
10,2.154434690031884,2.4701874060561257,0,3600
11,2.154434690031884,3.293583208074834,0,3600
12,2.154434690031884,4.116979010093543,0,3600
13,2.154434690031884,4.9403748121122515,0,3600
14,4.641588833612778,0.0,0,3600
15,4.641588833612778,1.848041558190463,0,3600
16,4.641588833612778,3.696083116380926,0,3600
17,4.641588833612778,5.544124674571389,0,3600
18,4.641588833612778,7.392166232761852,0,3600
19,4.641588833612778,9.240207790952315,0,3600
20,4.641588833612778,11.088249349142778,0,3600
21,10.0,0.0,0,3600
22,10.0,4.735731841763286,0,3600
23,10.0,9.471463683526572,0,3600
24,10.0,14.207195525289858,0,3600
25,10.0,18.942927367053144,0,3600
26,10.0,23.67865920881643,0,3600
27,10.0,28.414391050579717,0,3600
28,21.544346900318832,0.0,0,3600
29,21.544346900318832,9.225138372242581,0,3600
30,21.544346900318832,18.450276744485162,0,3600
31,21.544346900318832,27.67541511672774,0,3600
32,21.544346900318832,36.900553488970324,0,3600
33,21.544346900318832,46.12569186121291,0,3600
34,21.544346900318832,55.35083023345548,0,3600
35,46.41588833612777,0.0,0,3600
36,46.41588833612777,18.19963836913125,0,3600
37,46.41588833612777,36.3992767382625,0,3600
38,46.41588833612777,54.59891510739375,0,3600
39,46.41588833612777,72.798553476525,0,3600
40,46.41588833612777,90.99819184565625,0,3600
41,46.41588833612777,109.1978302147875,0,3600
42,100.0,0.0,0,3600
43,100.0,36.362749248869896,0,3600
44,100.0,72.72549849773979,0,3600
45,100.0,109.08824774660968,0,3600
46,100.0,145.45099699547958,0,3600
47,100.0,181.8137462443495,0,3600
48,100.0,218.17649549321936,0,3600
49,215.44346900318823,0.0,0,3600
50,215.44346900318823,67.48124566512789,0,3600
51,215.44346900318823,134.96249133025577,0,3600
52,215.44346900318823,202.44373699538366,0,3600
53,215.44346900318823,269.92498266051155,0,3600
54,215.44346900318823,337.4062283256394,0,3600
55,215.44346900318823,404.8874739907673,0,3600
56,464.15888336127773,0.0,0,3600
57,464.15888336127773,129.89902915407075,0,3600
58,464.15888336127773,259.7980583081415,0,3600
59,464.15888336127773,389.69708746221227,0,3600
60,464.15888336127773,519.596116616283,0,3600
61,464.15888336127773,649.4951457703537,0,3600
62,464.15888336127773,779.3941749244245,0,3600
63,1000.0,0.0,0,3600
64,1000.0,259.3732323932549,0,3600
65,1000.0,518.7464647865098,0,3600
66,1000.0,778.1196971797647,0,3600
67,1000.0,1037.4929295730196,0,3600
68,1000.0,1296.8661619662746,0,3600
69,1000.0,1556.2393943595293,0,3600
70,2154.4346900318824,0.0,0,3600
71,2154.4346900318824,513.2354140497515,0,3600
72,2154.4346900318824,1026.470828099503,0,3600
73,2154.4346900318824,1539.7062421492546,0,3600
74,2154.4346900318824,2052.941656199006,0,3600
75,2154.4346900318824,2566.1770702487574,0,3600
76,2154.4346900318824,3079.4124842985093,0,3600
77,4641.588833612777,0.0,0,3600
78,4641.588833612777,1028.3984849211588,0,3600
79,4641.588833612777,2056.7969698423176,0,3600
80,4641.588833612777,3085.1954547634764,0,3600
81,4641.588833612777,4113.593939684635,0,3600
82,4641.588833612777,5141.992424605794,0,3600
83,4641.588833612777,6170.390909526953,0,3600
84,10000.0,0.0,0,3600
85,10000.0,1830.7682027660626,0,3600
86,10000.0,3661.536405532125,0,3600
87,10000.0,5492.304608298187,0,3600
88,10000.0,7323.07281106425,0,3600
89,10000.0,9153.841013830313,0,3600
90,10000.0,10984.609216596375,0,3600
91,21544.346900318822,0.0,0,3600
92,21544.346900318822,2948.1943872728084,0,3600
93,21544.346900318822,5896.388774545617,0,3600
94,21544.346900318822,8844.583161818426,0,3600
95,21544.346900318822,11792.777549091234,0,3600
96,21544.346900318822,14740.971936364042,0,3600
97,21544.346900318822,17689.16632363685,0,3600
98,46415.888336127726,0.0,0,3600
99,46415.888336127726,4991.625309111988,0,3600
100,46415.888336127726,9983.250618223976,0,3600
101,46415.888336127726,14974.875927335965,0,3600
102,46415.888336127726,19966.50123644795,0,3600
103,46415.888336127726,24958.12654555994,0,3600
104,46415.888336127726,29949.75185467193,0,3600
105,100000.0,0.0,0,3600
106,100000.0,8885.68574844254,0,3600
107,100000.0,17771.37149688508,0,3600
108,100000.0,26657.057245327618,0,3600
109,100000.0,35542.74299377016,0,3600
110,100000.0,44428.4287422127,0,3600
111,100000.0,53314.114490655236,0,3600
