case,istab,wind,x,y,z,t,dur,sig_x,sig_y,sig_z,zfunc,yfunc,xfunc,qyz,cpeak,concentration,dinf,dose,
16,3,4.1,1,0,0,3600,119266,1.94635,1.94635,0.167058,4.77601,0.204969,6.22912e-310,9.78935e+06,1.39395299e+01,1.39395299e+01,1.66251197e+06,5.01755850e+04,
16,3,4.10000000e+00,1.00000000e+00,3.53100176e-01,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,2.01623829e-01,6.22911864e-310,9.62957209e+06,1.37120188e+01,1.37120188e+01,1.63537763e+06,4.93566548e+04,
16,3,4.10000000e+00,1.00000000e+00,7.06200352e-01,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,1.91911798e-01,6.22911864e-310,9.16572465e+06,1.30515237e+01,1.30515237e+01,1.55660303e+06,4.69791911e+04,
16,3,4.10000000e+00,1.00000000e+00,1.05930053e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,1.76753509e-01,6.22911864e-310,8.44176340e+06,1.20206399e+01,1.20206399e+01,1.43365363e+06,4.32685064e+04,
16,3,4.10000000e+00,1.00000000e+00,1.41240070e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,1.57521901e-01,6.22911864e-310,7.52326008e+06,1.07127381e+01,1.07127381e+01,1.27766542e+06,3.85606907e+04,
16,3,4.10000000e+00,1.00000000e+00,1.76550088e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,1.35837728e-01,6.22911864e-310,6.48762203e+06,9.23804238e+00,9.23804238e+00,1.10178436e+06,3.32524974e+04,
16,3,4.10000000e+00,1.00000000e+00,2.11860106e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,1.94635248e+00,1.94635248e+00,1.67057946e-01,4.77600894e+00,1.13346058e-01,6.22911864e-310,5.41341788e+06,7.70843054e+00,7.70843054e+00,9.19353677e+05,2.77466325e+04,
16,3,4.10000000e+00,2.15443469e+00,0.00000000e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,2.80828547e+00,2.80828547e+00,2.60799199e-01,3.05936028e+00,1.42059023e-01,6.22911864e-310,4.34609733e+06,6.91931569e+00,6.91931569e+00,8.25239105e+05,2.49040911e+04,
16,3,4.10000000e+00,2.15443469e+00,7.98808036e-01,0.00000000e+00,3.60000000e+03,1.19266000e+05,2.80828547e+00,2.80828547e+00,2.60799199e-01,3.05936028e+00,1.36426720e-01,6.22911864e-310,4.17378487e+06,6.64498122e+00,6.64498122e+00,7.92520330e+05,2.39167029e+04,
16,3,4.10000000e+00,2.15443469e+00,1.59761607e+00,0.00000000e+00,3.60000000e+03,1.19266000e+05,2.80828547e+00,2.80828547e+00,2.60799199e-01,3.05936028e+00,1.20834591e-01,6.22911864e-310,3.69676547e+06,5.88553024e+00,5.88553024e+00,7.01943650e+05,2.11832770e+04,
